name,year_established,year_active,systems_res,systems_com,states_active,headquarters_street,headquarters_city,headquarters_state,headquarters_zip,headquarters_country,headquarters_link,office_latlongs,lat,lng
Legacy Power,2008,2008,300000,25000,AR|CA|FL|KS|KY|LA|MD|MA|NE|NV|NJ|NY|NC|SC|TX,1238,Jamul,CA,91935,United States,https://www.google.com/maps/?q=PO%20BOX%201238%20Jamul%20CA%2091935,,32.7169988,-116.8761347
Electrious,2017,2017,200,30,CA|TX,2603+Camino+Ramon,San+Ramon,CA,84583,United States,https://www.google.com/maps/?q=2603%20Camino%20Ramon%2C%20Suite%20200%20San%20Ramon%20CA%2084583,,37.7690103,-121.96002
Sonovous Energy LLC,2018,2015,450,2,AZ|CO|OK|TX,33+Oakridge+Ln,Edgecliff+Village,TX,76134,United States,https://www.google.com/maps/?q=33%20Oakridge%20Ln%20Edgecliff%20Village%20Texas%2076134,,32.6516274,-97.3314847
RB Solar,2015,2018,22,,CA,6310+stoneridge+mall+road,Pleasanton,CA,94588,United States,https://www.google.com/maps/?q=6310%20stoneridge%20mall%20road%2C%20D214%20Pleasanton%20CA%2094588,,37.6925908,-121.9222911
Patriot Energy Solution,2014,2014,50,50,NY|NC,1265+Sunrise+Highway+Bay+Shore,Bay+Shore,NY,11706,United States,https://www.google.com/maps/?q=1265%20Sunrise%20Highway%20Bay%20Shore%20Bay%20Shore%20New%20York%2011706,"40.7051,-73.243",40.7331699,-73.2639021
Energy Resolutions,2009,2009,200,20,CA,9745+Business+Park+Dr,Sacramento,CA,95827,United States,https://www.google.com/maps/?q=9745%20Business%20Park%20Dr.%20Sacramento%20CA%2095827,,38.5695806,-121.3331648
Sunpath Solar LLC,2017,2018,5,,FL,2570+Post+Street,Jacksonville,FL,32204,United States,https://www.google.com/maps/?q=2570%20Post%20Street%20Jacksonville%20FL%2032204,,30.3132942,-81.691249
Solarific Energy Consultants,,,,,NY,91+Westwood+Avenue,Deer+Park,NY,11729,US,https://www.google.com/maps/?q=91%20Westwood%20Avenue%20Deer%20Park%20New%20York%2011729,,40.7743013,-73.3244219
"Avatar Solar, Inc.",2010,2009,122,37,AZ|CA|HI,543+Country+Club+Drive+B528,Simi+Valley,CA,93065,United States,https://www.google.com/maps/?q=543%20Country%20Club%20Drive%20%23B528%20Simi%20Valley%20CA%2093065,,34.2541177,-118.8102714
Sunus Solar,2010,2010,3000,200,TX|UT,10701+FM+1560+N,Helotes,TX,78023,United States,https://www.google.com/maps/?q=10701%20FM%201560%20N%20Helotes%20TX%2078023,,29.542854,-98.709815
TAC Services LLC,2015,2008,500,50,TX,1800+S+Loop+288+STE+396++105,Denton,TX,76205,United States,https://www.google.com/maps/?q=1800%20S%20Loop%20288%20STE%20396%20%23%20105%20Denton%20TX%2076205,,33.1940219,-97.0984318
DTE Solar and Electric,2018,2018,2,8,TX,3322+Box+Ranch+Rd,Moody,TX,76557,United States,https://www.google.com/maps/?q=3322%20Box%20Ranch%20Rd.%20Moody%20TX%2076557,,31.3628992,-97.2675263
Infinity Energy,,,,,CA,4900+California+Ave,Bakersfield,CA,93309,US,https://www.google.com/maps/?q=4900%20California%20Ave%20Bakersfield%20CA%2093309,,35.3653436,-119.0562661
Vital Energy,1971,1971,2500,50,CA,321+South+Main+Street,SEBASTOPOL,CA,95472,United States,https://www.google.com/maps/?q=321%20South%20Main%20Street%2C%20%23545%20SEBASTOPOL%20CA%2095472,,38.3999505,-122.82276
Solar Self Install� LLC,2014,2014,72,4,CA,14754+Presilla+Dr,Jamul,CA,91935,United States,https://www.google.com/maps/?q=14754%20Presilla%20Dr%20Jamul%20CA%2091935,,32.6992304,-116.8422349
Preman Roofing and Solar,1999,2016,65,4,CA,875+34th+St,San+Diego,CA,92102,United States,https://www.google.com/maps/?q=875%2034th%20St%20San%20Diego%20CA%2092102,,32.7150564,-117.1207993
Five Star Solar,2010,2010,,,CA,8698+Elk+Grove+Blvd,Elk+Grove,CA,95624,US,https://www.google.com/maps/?q=8698%20Elk%20Grove%20Blvd%20Elk%20Grove%20CA%2095624,,38.40847,-121.3808558
South Carolina Solar Project,2017,2013,37,,SC,76+Nassau+Street,Charleston,SC,29403,United States,https://www.google.com/maps/?q=76%20Nassau%20Street%2C%20Unit%20D%20Charleston%20South%20Carolina%2029403,,32.7956529,-79.9386403
Solar Design & Construction,2004,1998,780,49,OR,860+Conger+St+Unit+12,Eugene,OR,97402,United States,https://www.google.com/maps/?q=860%20Conger%20St.%20Unit%2012%20Eugene%20OR%2097402,,44.0497876,-123.13428
Clean Solar Technologies,2017,2017,1000,1000,CA|MA|NV|NM|NY|OR|TX|WA,1055+West+7th+St,Los+Angeles,CA,90017,United States,https://www.google.com/maps/?q=1055%20West%207th%20St%20Los%20Angeles%20CA%2090017,,34.0508369,-118.263032
SP ENERGY SERVICE,2016,2016,100,10,CA,104+east+ave+K4+UNIT+A,Lncaster,CA,93535,United States,https://www.google.com/maps/?q=104%20east%20ave%20K4%20UNIT%20A%20Lncaster%20CA%2093535,,34.670825,-118.1295473
Inovateus Solar,2008,2008,,357,AL|AK|AZ|AR|CA|CO|CT|DE|DC|FL|GA|ID|IL|IN|IA|KS|KY|LA|ME|MD|MA|MI|MN|MS|MO|MT|NE|NV|NH|NJ|NM|NY|NC|ND|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VT|VA|WA|WV|WI|WY,19890+State+Line+Rd,South+Bend,IN,46637,US,https://www.google.com/maps/?q=19890%20State%20Line%20Rd%20South%20Bend%20IN%2046637,"41.7299,-86.2407|44.4311,-86.1425",41.7599422,-86.2527616
FBC Solar,2000,2015,80,2,CA,2999,Mckinleyville,CA,95519,United States,https://www.google.com/maps/?q=PO%20Box%202999%20Mckinleyville%20California%2095519,,40.9465152,-124.1006205
PowerHouse Solar,2003,2003,300,1,CA,4616+Caterpillar+Road,Redding,CA,96003,United States,https://www.google.com/maps/?q=4616%20Caterpillar%20Road%20Redding%20CA%2096003,,40.6272324,-122.3812219
Harvest Power Solar,2008,2008,2950,762,NY,2941+Sunrise+Hwy,Islip+Terrace,NY,11752,United States,https://www.google.com/maps/?q=2941%20Sunrise%20Hwy.%20Islip%20Terrace%20NY%2011752,"40.5877,-73.6595",40.744481,-73.186756
Self-sufficient homes,2000,2000,6000,300,AZ|CA,2516+E+university+Dr,Phoenix,AZ,85034,United States,https://www.google.com/maps/?q=2516%20E%20university%20Dr%20Phoenix%20AZ%2085034,,33.4250124,-112.0277959
Advanced Solar Technologies,2004,2004,,,CA,8895+Towne+Center+Drive+105,San+Diego,CA,92122,US,https://www.google.com/maps/?q=8895%20Towne%20Center%20Drive%20%23105%20San%20Diego%20CA%2092122,,32.8673271,-117.2063622
Mynt Solar,2016,2016,200,,CA|ID|UT,154+E+660+S,Vineyard,UT,84058,United States,https://www.google.com/maps/?q=154%20E%20660%20S%20Vineyard%20UT%2084058,,40.285161,-111.7495652
Blossom Solar,2017,2017,50,,WA,1706+Lombard+Ave,Everett,WA,98201,United States,https://www.google.com/maps/?q=1706%20Lombard%20Ave%20Everett%20Wa%2098201,,47.9947092,-122.2029202
Sun At Work Solar Construction,2015,2006,800,100,CA,6520+Lonetree+BLVD+Suite+1035,Rocklin,CA,95765,United States,https://www.google.com/maps/?q=6520%20Lonetree%20BLVD.%20Suite%201035%20Rocklin%20CA%2095765,,38.803724,-121.2953137
Solcity Services,2014,2014,277,77,CA,1440+12+S+Bronson+Ave,los+angeles,CA,90019,United States,https://www.google.com/maps/?q=1440%201/2%20S.%20Bronson%20Ave%20los%20angeles%20CA%2090019,,34.0454198,-118.3266579
Solar Kings,2017,2017,160,,TX,11800+Rojas+Dr+Ste+C22,El+Paso,TX,79936,United States,https://www.google.com/maps/?q=11800%20Rojas%20Dr.%20Ste%20C-22%20El%20Paso%20Tx%2079936,,31.7307582,-106.3086028
Sunrise Solar Inc.,2011,2011,20,50,DE|MD|NJ,6408+Church+Hill+RD,Chestertown,MD,21620,US,https://www.google.com/maps/?q=6408%20Church%20Hill%20RD%20Chestertown%20MD%2021620,,39.1954326,-76.0320512
Apollo Solar LLC,2008,2008,500,50,CA,901+aubree+ln,Rocklin,CA,95765,US,https://www.google.com/maps/?q=901%20aubree%20ln%20Rocklin%20CA%2095765,,38.8273698,-121.2851897
Florida Solar One,2008,2008,657,104,FL|OH,1024+NE+43rd+CT,Oakland+Park,FL,33334,United States,https://www.google.com/maps/?q=1024%20NE%2043rd%20CT%20Oakland%20Park%20FL%2033334,"24.6443,-81.562",26.1802738,-80.1335683
Tier Drop Solar Inc.,2014,2010,,,CA,500+La+Terraza+Blvd+150,Escondido,CA,92025,US,https://www.google.com/maps/?q=500%20La%20Terraza%20Blvd%20%23150%20Escondido%20CA%2092025,,33.1125851,-117.0960191
Solar in America.,2012,2012,1500,200,CA|CO|CT|HI|MA|NJ|NY|SC|UT,3231+Osgood+Common+Dr,Fremont,CA,94539,United States,https://www.google.com/maps/?q=3231%20Osgood%20Common%20Dr%20Fremont%20CA%2094539,,37.5257245,-121.9489997
Ecosatori,2014,2014,10,2,AL|AK|AZ|AR|CA|CO|CT|DE|DC|FL|GA|HI|ID|IL|IN|IA|KS|KY|LA|ME|MD|MA|MI|MN|MS|MO|MT|NE|NV|NH|NJ|NM|NY|NC|ND|OH|OK|OR|PA|RI|SC|SD|TN|TX|UT|VT|VA|WA|WV|WI|WY,10120+s+eastern+ave,Henderson,NV,89052,United States,https://www.google.com/maps/?q=10120%20s%20eastern%20ave%2C%20244%20Henderson%20NV%2089052,,36.006268,-115.1110479
T.A.K. Electric,2010,2009,13200,50,CA,1654+Illinois+ave,Perris,CA,92571,United States,https://www.google.com/maps/?q=1654%20Illinois%20ave%2C%20Suite%2018%20Perris%20CA%2092571,,33.7474934,-117.1879129
Carolina Solar and Security,1992,1992,3000,75,SC,3105+Augusta+Street,Greenville,SC,29690,United States,https://www.google.com/maps/?q=3105%20Augusta%20Street%20Greenville%20SC%20296905,,34.8093313,-82.3810168
Energy Resources,2012,2018,,6,CT|MA|NY,67+Watertown+Rd,Thomaston,CT,6787,US,https://www.google.com/maps/?q=67%20Watertown%20Rd%2C%20Unit%202A%20Thomaston%20CT%2006787,,41.6595288,-73.0812859
HelioPower,2001,2001,6000,500,CA,43397+Business+Park+Dr,Temecula,CA,92590,United States,https://www.google.com/maps/?q=43397%20Business%20Park%20Dr%2C%20ste%20D10%20Temecula%20California%2092590,,33.501561,-117.1602245
Arise Solar,2007,2007,2600,75,CA,5390+E+Pine+Ave,Fresno,CA,93727,United States,https://www.google.com/maps/?q=5390%20E.%20Pine%20Ave%20Fresno%20CA%2093727,,36.7614629,-119.7095728
Energy ReLeaf,2017,2017,3,1,MN,4928+Cedar+Ave+S,Minneapolis,MN,55417,United States,https://www.google.com/maps/?q=4928%20Cedar%20Ave%20S%20Minneapolis%20MN%2055417,,44.9131738,-93.2477092
Texas Solar Power Company,1996,199,2500,450,TX,6448+Hwy+290+E,Austin,TX,78723,United States,https://www.google.com/maps/?q=6448%20Hwy%20290%20E%2C%20C-112%20Austin%20TX%2078723,,30.3230245,-97.6950544
Hopkins Electric Company,1985,2018,,,AR|KS|OK,2025+S+Nicklas+Ave+Ste+101,OKLAHOMA+CITY,OK,73128,United States,https://www.google.com/maps/?q=2025%20S%20Nicklas%20Ave%20Ste%20101%20OKLAHOMA%20CITY%20OK%2073128,,35.4442643,-97.6050677
All American Solar,2015,2015,500,10,FL,1060+E+Industrial+Dr,Orange+City,FL,32763,US,https://www.google.com/maps/?q=1060%20E.%20Industrial%20Dr.%20Orange%20City%20FL%2032763,,28.9372635,-81.294936
Sunpower by Energy Plus Solar,1997,1997,4000,100,CA,1051+w+columbia+way,Lancaster,CA,93534,United States,https://www.google.com/maps/?q=1051%20w%20columbia%20way%20Lancaster%20CA%2093534,"34.6909,-118.1491|34.2656,-118.7653",34.6471126,-118.1497037
Arcadia Power,2014,,,,CA|DC|GA|MD|MA|NH|NJ|NY|RI,1146+19th+St+NW,Washington,DC,20036,United States,https://www.google.com/maps/?q=1146%2019th%20St%20NW%20Washington%20DC%2020036,,38.9050769,-77.0438839
e-Studio,2018,2010,5,20,MA|NY|VT,9+Tracey+Ct,Clifton+Park,NY,12065,United States,https://www.google.com/maps/?q=9%20Tracey%20Ct%20Clifton%20Park%20NY%2012065,,42.8600793,-73.7967588
Clever Energy,2017,2017,120,3,FL,20+N+Orange+Ave,Orlando,FL,32801,United States,https://www.google.com/maps/?q=20%20N%20Orange%20Ave%20Orlando%20Florida%2032801,,28.5424973,-81.3795088
The United Solar Inc,2014,2014,359,27,CA,16651+Gothard+st+Ste+E,Huntington+beach,CA,92647,United States,https://www.google.com/maps/?q=16651%20Gothard%20st%20Ste%20E%20Huntington%20beach%20CA%2092647,,33.7208074,-118.0006495
Smart Energy Solutions,2010,2010,54,23,IL|IA|WI,1328+US+Hwy+20+W,Elizabeth,IL,61028,United States,https://www.google.com/maps/?q=1328%20US%20Hwy%2020%20W%20Elizabeth%20Illinois%2061028,,42.3134621,-90.2395539
Climate and Energy Solutions,2000,2008,800,75,CA,185+east+ave,Chico,CA,95926,United States,https://www.google.com/maps/?q=185%20east%20ave%20Chico%20California%2095926,,39.7573458,-121.8598668
United Solar Panel LLC,2017,2017,65,,NY,1420+Main+St+2nd+Floor,Williamsville,NY,14221,United States,https://www.google.com/maps/?q=1420%20Main%20St%202nd%20Floor%20Williamsville%20NY%2014221,,42.9124726,-78.8659984
Solar Star System,1993,1993,3000,200,FL,10175+Grand+Oak+Circle,Saint+Petersburg,FL,33708,United States,https://www.google.com/maps/?q=10175%20Grand%20Oak%20Circle%20Saint%20Petersburg%20FL%2033708,,27.8178758,-82.7799427
Solarays,2013,2018,200,5,NJ|PA,10813+Pedrick+Rd,Philadelphia,PA,19154,United States,https://www.google.com/maps/?q=10813%20Pedrick%20Rd%20Philadelphia%20PA%2019154,,40.0812582,-74.9917187
"ProSolar Systems, LLC",2007,2007,600,75,FL,727+W+Las+Olas+Boulevard,Fort+Lauderdale,FL,33312,United States,https://www.google.com/maps/?q=727%20W%20Las%20Olas%20Boulevard%20Fort%20Lauderdale%20FL%2033312,,26.1190813,-80.1514279
"Vision Electric & Power Systems, Inc.",2018,2018,,,IL,650+W+Grand+Ave+Suite+110,Elmhurst,IL,60126,United States,https://www.google.com/maps/?q=650%20W.%20Grand%20Ave%20Suite%20110%20Elmhurst%20IL%2060126,,41.9254891,-87.9599352
Florida Solar,2016,2008,500,2,FL,970+LAKE+CARILLON+DR,SAINT+PETERSBURG,FL,33716,United States,https://www.google.com/maps/?q=970%20LAKE%20CARILLON%20DR%2C%20SUITE%20351%20SAINT%20PETERSBURG%20FL%2033716,,27.8897073,-82.6661501
PMC Solar (Pontchartrain Mechanical Co.),,,,,LA|MS,716+Little+Farms+Ave,Metairie,LA,70003,US,https://www.google.com/maps/?q=716%20Little%20Farms%20Ave.%20Metairie%20LA%2070003,,29.9750971,-90.2157833
Slate Specialties LLC  dba Solar Louisiana,2008,2008,250,12,LA|MS|NC,4501+Jackson+St+Ext++++STE+C328,Alexandria,LA,71303,United States,https://www.google.com/maps/?q=4501%20Jackson%20St.%20Ext.%20%20%20%20STE%20C328%20Alexandria%20LA%2071303,,31.2775621,-92.480083
Nova General Construction Inc,2017,2015,100,,CA,600+Anton+Blvd+Suite+1100,Costa+Mesa,CA,92626,United States,https://www.google.com/maps/?q=600%20Anton%20Blvd%20Suite%201100%20Costa%20Mesa%20CA%2092626,,33.6907136,-117.8814839
Solarimon,2018,2018,6,2,FL,1946+Tyler+St+Suite+15,Hollywood,FL,33020,United States,https://www.google.com/maps/?q=1946%20Tyler%20St.%20Suite%20%2315%20Hollywood%20FL%2033020,,26.0121379,-80.1468271
Reficiency,2018,2018,12,,IL,550+White+Oak+drive,Naperville,IL,60540,US,https://www.google.com/maps/?q=550%20White%20Oak%20drive%20Naperville%20Illinois%2060540,,41.7678098,-88.1334472
Catch The Sun,2016,2016,500,,CO,708+Rivendell+Court,Pierce,CO,80650,United States,https://www.google.com/maps/?q=708%20Rivendell%20Court%20Pierce%20Colorado%2080650,,40.6315279,-104.763101
Solar Planet Inc,,2018,35,,KS|MO,13851+W+63rd+st+suite+404,Shawnee,KS,66216,United States,https://www.google.com/maps/?q=13851%20W%2063rd%20st.%20suite%20404%20Shawnee%20KS%2066216,,1,1
CitySolar,2017,2018,1,,NY,5565+Transit+Rd,Williamsville,NY,14221,United States,https://www.google.com/maps/?q=5565%20Transit%20Rd.%20Williamsville%20NY%2014221-,,42.9995523,-78.6959277
ABest Energy Power,,,,,NY,375+Pearsall+Avenue+Cedarhurst,Cedarhurst,NY,11516,United States,https://www.google.com/maps/?q=375%20Pearsall%20Avenue%20Cedarhurst%20Cedarhurst%20NY%2011516,,40.6197365,-73.7299033
Valley Solar,1997,2010,1500,90,CA,5533+E+Lamona+Ave,Fresno,CA,93705,United States,https://www.google.com/maps/?q=5533%20E%20Lamona%20Ave%20Fresno%20CA%2093705,,36.7610214,-119.7030657
Joyland Roofing & Exteriors,1993,2018,3,,MD|PA,2348+Harrisburg+Pike,Lancaster,PA,17601,United States,https://www.google.com/maps/?q=2348%20Harrisburg%20Pike%20Lancaster%20PA%2017601,,40.0713697,-76.3631406
TKR Renewable Solutions,2018,2013,490,6,NY,119+garden+street,Geneva,NY,14456,United States,https://www.google.com/maps/?q=119%20garden%20street%20Geneva%20NY%2014456,,42.8649596,-77.0047385
Lenzi Incorporated,1974,2010,,,CA,847+N+Cluff+Ave+Ste+B1,Lodi,CA,95240,United States,https://www.google.com/maps/?q=847%20N.%20Cluff%20Ave.%20Ste%20B-1%20Lodi%20California%2095240,,38.1435906,-121.253192
Silver Electric and Solar,2017,2017,500,50,TX,11880+Hero+Way+West+301,Cedar+Park,TX,78641,United States,https://www.google.com/maps/?q=11880%20Hero%20Way%20West%20%23301%20Cedar%20Park%20Texas%2078641,,30.5769948,-97.8712319
Soleeva Energy,2010,2014,1200,3,CA,1938+Junction+Ave,San+Jose,CA,95131,United States,https://www.google.com/maps/?q=1938%20Junction%20Ave.%20San%20Jose%20CA%2095131,,37.3823458,-121.910699
Solar Experts,2012,2012,105,40,IN,927+sector+47,gurgaon,HARYANA,12200,India,https://www.google.com/maps/?q=Plot%20no%20927%20sector%2047%2C%20Gurgaon%20gurgaon%20Haryana%20122001,,28.429543,77.0436627
Energy Solutions of New Jersey LLC,2007,2007,30,10,NJ,384+Louis+Ave,Bayville,NJ,8008,United States,https://www.google.com/maps/?q=384%20Louis%20Ave%20Bayville%20NJ%2008008,,39.922398,-74.1369069
Johnson Energy,2018,2015,500,,WY,705+express+dr,Gillette,WY,82718,United States,https://www.google.com/maps/?q=705%20express%20dr%2C%20apt%20311%20Gillette%20Wyoming%2082718,,44.2453141,-105.5141739
Teca Solar Inc.,2010,2010,200,,FL,4111+NW+70th+way,Coral+Springs,FL,33065,United States,https://www.google.com/maps/?q=4111%20NW%2070th%20way%20Coral%20Springs%20FL%2033065,,26.2827584,-80.2201494
National Energy Partners,2008,2008,,,NJ,1103+laurel+oak+road,voorhees,NJ,8043,United States,https://www.google.com/maps/?q=1103%20laurel%20oak%20road%20voorhees%20NJ%2008043,,39.8462138,-74.9710151
Gecko Solar Energy,2011,2011,300,20,CA,1902+WRIGHT+PL+STE+200,CARLSBAD,CA,92008,United States,https://www.google.com/maps/?q=1902%20WRIGHT%20PL%20STE%20200%20CARLSBAD%20CA%2092008,,33.1211264,-117.2875856
AES Solar,1999,1999,300,50,IL,1804+Suppy+Road,Carterville,IL,62918,United States,https://www.google.com/maps/?q=1804%20Suppy%20Road%20Carterville%20Illinois%2062918,,37.7457554,-89.0466762
Sbrega Electric,2018,2011,,,CA,31339+North+Dome+Drive,Coarsegold,CA,93614,US,https://www.google.com/maps/?q=31339%20North%20Dome%20Drive%20Coarsegold%20CA%2093614,,37.1994052,-119.7505438
Chandler's Roofing,1942,2009,,,CA,403+W+21st+Street,San+Pedro,CA,90731,US,https://www.google.com/maps/?q=403%20W.%2021st%20Street%20San%20Pedro%20CA%2090731,"33.7643,-116.4225",33.725059,-118.285934
Community.Solar,2017,2017,10,7,MS,301+S+Jackson+St,Starkville,MS,39759,United States,https://www.google.com/maps/?q=301%20S.%20Jackson%20St%2C%20APT%20B%20Starkville%20MS%2039759,,33.4610339,-88.8135061
Solaroo Energy,2014,2014,2000,25,CO|ID|UT,893+W+Baxter+Dr,South+Jordan,UT,84095,United States,https://www.google.com/maps/?q=893%20W.%20Baxter%20Dr.%20South%20Jordan%20Utah%2084095,,40.559988,-111.914961
O3 Energy,2011,2011,50,50,AZ|CA|CO|FL|GA|HI|NV|NJ|NM|NY|NC|OK|SC|TN|TX,325+N+St+paul+St,Dallas,TX,75201,United States,https://www.google.com/maps/?q=325%20N.%20St%20paul%20St.%20Dallas%20Tx%2075201,"32.7904,-96.8044",32.7833297,-96.7973516
Green Tech Fusion LLC,2014,2004,150,3,RI|TX,244+Cully+Dr+290347,Kerrville,TX,78029,United States,https://www.google.com/maps/?q=244%20Cully%20Dr.%20%23290347%20Kerrville%20TX%2078029,,30.044507,-99.14851
American Sentry Solar,1993,2009,,,DE|MD|TX,221+Gateway+Dr,Bel+Air,MD,21014,United States,https://www.google.com/maps/?q=221%20Gateway%20Dr.%20Bel%20Air%20MD%2021014,"39.5523,-76.1171|39.5394,-76.3564",39.527983,-76.3633215
SunPower by EcoSolar USA,2015,2015,700,,CA,13962+Seaboard+Cir,Garden+Grove,CA,92843,United States,https://www.google.com/maps/?q=13962%20Seaboard%20Cir%20Garden%20Grove%20California%2092843-3904,,33.7600394,-117.9222914
ACA Solar Inc,2005,2005,2000,100,CA,15370A+Fairfield+Ranch+Road,Chino+Hills,CA,91709,United States,https://www.google.com/maps/?q=15370-A%20Fairfield%20Ranch%20Road%20Chino%20Hills%20CA%2091709,,33.9731639,-117.6899126
Coastwide Electric & Solar,2004,2004,250,20,CA,219+Manhattan+Dr,Salinas,CA,93906,US,https://www.google.com/maps/?q=219%20Manhattan%20Dr.%20Salinas%20CA%2093906,,36.7140285,-121.6460292
Great Basin Solar LLC,2016,2016,100,10,ID|UT,1998+E+3700+S,Malta,ID,83342,United States,https://www.google.com/maps/?q=1998%20E%203700%20S%20Malta%20ID%2083342,,41.9957457,-113.4036697
Luminous Solar LLC,2014,2014,12,14,DE|NJ,3747+Church+Rd,Mt.+Laurel,NJ,8054,United States,https://www.google.com/maps/?q=3747%20Church%20Rd.%2C%20Suite%20107%20Mt.%20Laurel%20NJ%2008054,,39.9303068,-74.9748502
Sundial Solar,,1999,,,CA|FL|MD|MN,3363+Republic+Ave,St.+Louis+Park,MN,55426,United States,https://www.google.com/maps/?q=3363%20Republic%20Ave%20St.%20Louis%20Park%20Minnesota%2055426,,44.9393054,-93.3673347
HITECH SOLAR,2015,2013,1000,100,,609+BUSINESS+HUB+RANIP+GSRTC+BUS+STOP+RANIP+AHMEDABAD,AHMEDABAD,GUJARAT,38248,INDIA,https://www.google.com/maps/?q=609%20BUSINESS%20HUB%20RANIP%20GSRTC%20BUS%20STOP%20RANIP%20AHMEDABAD%20AHMEDABAD%20GUJARAT%20382480,,23.0687376,72.5757325
Revolve Energy,2015,2015,100,10,GA,507+E+38th+St,Savannah,GA,31401,United States,https://www.google.com/maps/?q=507%20E%2038th%20St%20Savannah%20Georgia%2031401,,32.0543933,-81.0948762
"Eagles Nest Energy, Inc.",2015,2003,33,,CA,15758+Simoni+dr,San+Jose,CA,95127,United States,https://www.google.com/maps/?q=15758%20Simoni%20dr%20San%20Jose%20ca%2095127,,37.3832805,-121.808016
"Aquantum Solar, llc",2011,2011,200,10,MA|NJ,37+W+Fort+Lee+Road,Bogota,NJ,7603,United States,https://www.google.com/maps/?q=37%20W%20Fort%20Lee%20Road%20Bogota%20NEW%20JERSEY%2007603,,40.876368,-74.029597
OTG Solar,2010,2010,41,11,IL|IA|MO,703+Vine+Street,Macon,MO,63552,United States,https://www.google.com/maps/?q=703%20Vine%20Street%20Macon%20MO%2063552,,39.7378358,-92.4647223
